time,count,details
1552119068930,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086529"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""51"", ""reference_signal_received_power"": ""-89"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""426"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""42"", ""reference_signal_received_power"": ""-98"", ""signal_level"": ""3""}}"
1552119069953,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086529"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""51"", ""reference_signal_received_power"": ""-89"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""426"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""42"", ""reference_signal_received_power"": ""-98"", ""signal_level"": ""3""}}"
1552119070998,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086529"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""54"", ""reference_signal_received_power"": ""-86"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""426"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""45"", ""reference_signal_received_power"": ""-95"", ""signal_level"": ""4""}}"
1552119072050,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086529"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""54"", ""reference_signal_received_power"": ""-86"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""426"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""45"", ""reference_signal_received_power"": ""-95"", ""signal_level"": ""4""}}"
1552119073103,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086551"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""426"", ""tracking_area_code"": ""10348"", ""asu_level"": ""43"", ""reference_signal_received_power"": ""-97"", ""signal_level"": ""3""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""54"", ""reference_signal_received_power"": ""-86"", ""signal_level"": ""4""}}"
1552119074127,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086551"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""426"", ""tracking_area_code"": ""10348"", ""asu_level"": ""43"", ""reference_signal_received_power"": ""-97"", ""signal_level"": ""3""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""54"", ""reference_signal_received_power"": ""-86"", ""signal_level"": ""4""}}"
1552119075177,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086549"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""55"", ""reference_signal_received_power"": ""-85"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""426"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""41"", ""reference_signal_received_power"": ""-99"", ""signal_level"": ""3""}}"
1552119076202,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086549"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""55"", ""reference_signal_received_power"": ""-85"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""426"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""41"", ""reference_signal_received_power"": ""-99"", ""signal_level"": ""3""}}"
1552119077253,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086529"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""54"", ""reference_signal_received_power"": ""-86"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""426"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""44"", ""reference_signal_received_power"": ""-96"", ""signal_level"": ""3""}}"
1552119078290,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086529"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""54"", ""reference_signal_received_power"": ""-86"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""426"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""44"", ""reference_signal_received_power"": ""-96"", ""signal_level"": ""3""}}"
1552119079349,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086549"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""42"", ""reference_signal_received_power"": ""-98"", ""signal_level"": ""3""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""426"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""39"", ""reference_signal_received_power"": ""-101"", ""signal_level"": ""3""}}"
1552119080378,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086549"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""42"", ""reference_signal_received_power"": ""-98"", ""signal_level"": ""3""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""426"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""39"", ""reference_signal_received_power"": ""-101"", ""signal_level"": ""3""}}"
1552119081443,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""39"", ""reference_signal_received_power"": ""-101"", ""signal_level"": ""3""}}"
1552119082464,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""39"", ""reference_signal_received_power"": ""-101"", ""signal_level"": ""3""}}"
1552119083522,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""43"", ""reference_signal_received_power"": ""-97"", ""signal_level"": ""3""}}"
1552119084549,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""43"", ""reference_signal_received_power"": ""-97"", ""signal_level"": ""3""}}"
1552119085592,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""37"", ""reference_signal_received_power"": ""-103"", ""signal_level"": ""3""}}"
1552119086624,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""37"", ""reference_signal_received_power"": ""-103"", ""signal_level"": ""3""}}"
1552119087667,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""40"", ""reference_signal_received_power"": ""-100"", ""signal_level"": ""3""}}"
1552119088691,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""40"", ""reference_signal_received_power"": ""-100"", ""signal_level"": ""3""}}"
1552119089740,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""34"", ""reference_signal_received_power"": ""-106"", ""signal_level"": ""2""}}"
1552119090768,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""34"", ""reference_signal_received_power"": ""-106"", ""signal_level"": ""2""}}"
1552119091823,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""32"", ""reference_signal_received_power"": ""-108"", ""signal_level"": ""2""}}"
1552119092845,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""32"", ""reference_signal_received_power"": ""-108"", ""signal_level"": ""2""}}"
1552119093891,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""28"", ""reference_signal_received_power"": ""-112"", ""signal_level"": ""2""}}"
1552119094942,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""28"", ""reference_signal_received_power"": ""-112"", ""signal_level"": ""2""}}"
1552119095997,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""40"", ""reference_signal_received_power"": ""-100"", ""signal_level"": ""3""}}"
1552119097033,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""40"", ""reference_signal_received_power"": ""-100"", ""signal_level"": ""3""}}"
1552119098085,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""39"", ""reference_signal_received_power"": ""-101"", ""signal_level"": ""3""}}"
1552119099113,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""39"", ""reference_signal_received_power"": ""-101"", ""signal_level"": ""3""}}"
1552119100160,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""36"", ""reference_signal_received_power"": ""-104"", ""signal_level"": ""3""}}"
1552119101188,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""36"", ""reference_signal_received_power"": ""-104"", ""signal_level"": ""3""}}"
1552119102239,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""36"", ""reference_signal_received_power"": ""-104"", ""signal_level"": ""3""}}"
1552119103269,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""36"", ""reference_signal_received_power"": ""-104"", ""signal_level"": ""3""}}"
1552119104323,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""30"", ""reference_signal_received_power"": ""-110"", ""signal_level"": ""2""}}"
1552119105347,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""30"", ""reference_signal_received_power"": ""-110"", ""signal_level"": ""2""}}"
1552119106678,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""37"", ""reference_signal_received_power"": ""-103"", ""signal_level"": ""3""}}"
1552119107705,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""37"", ""reference_signal_received_power"": ""-103"", ""signal_level"": ""3""}}"
1552119108757,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""32"", ""reference_signal_received_power"": ""-108"", ""signal_level"": ""2""}}"
1552119109807,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""32"", ""reference_signal_received_power"": ""-108"", ""signal_level"": ""2""}}"
1552119110857,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""32"", ""reference_signal_received_power"": ""-108"", ""signal_level"": ""2""}}"
1552119111889,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""32"", ""reference_signal_received_power"": ""-108"", ""signal_level"": ""2""}}"
1552119112937,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""22"", ""reference_signal_received_power"": ""-118"", ""signal_level"": ""1""}}"
1552119113960,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""22"", ""reference_signal_received_power"": ""-118"", ""signal_level"": ""1""}}"
1552119115011,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""31"", ""reference_signal_received_power"": ""-109"", ""signal_level"": ""2""}}"
1552119116041,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""31"", ""reference_signal_received_power"": ""-109"", ""signal_level"": ""2""}}"
1552119117093,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""28"", ""reference_signal_received_power"": ""-112"", ""signal_level"": ""2""}}"
1552119118132,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""28"", ""reference_signal_received_power"": ""-112"", ""signal_level"": ""2""}}"
1552119119181,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""27"", ""reference_signal_received_power"": ""-113"", ""signal_level"": ""2""}}"
1552119120207,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""27"", ""reference_signal_received_power"": ""-113"", ""signal_level"": ""2""}}"
1552119121258,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""18"", ""reference_signal_received_power"": ""-122"", ""signal_level"": ""1""}}"
1552119122290,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""18"", ""reference_signal_received_power"": ""-122"", ""signal_level"": ""1""}}"
1552119123352,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""12"", ""reference_signal_received_power"": ""-128"", ""signal_level"": ""1""}}"
1552119124378,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""12"", ""reference_signal_received_power"": ""-128"", ""signal_level"": ""1""}}"
1552119125432,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""14"", ""reference_signal_received_power"": ""-126"", ""signal_level"": ""1""}}"
1552119126458,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""14"", ""reference_signal_received_power"": ""-126"", ""signal_level"": ""1""}}"
1552119127513,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""14"", ""reference_signal_received_power"": ""-126"", ""signal_level"": ""1""}}"
1552119128550,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""14"", ""reference_signal_received_power"": ""-126"", ""signal_level"": ""1""}}"
1552119129597,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""15"", ""reference_signal_received_power"": ""-125"", ""signal_level"": ""1""}}"
1552119130627,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""15"", ""reference_signal_received_power"": ""-125"", ""signal_level"": ""1""}}"
1552119131675,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""13"", ""reference_signal_received_power"": ""-127"", ""signal_level"": ""1""}}"
1552119132693,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""13"", ""reference_signal_received_power"": ""-127"", ""signal_level"": ""1""}}"
1552119133740,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""10"", ""reference_signal_received_power"": ""-130"", ""signal_level"": ""1""}}"
1552119134772,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086539"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""463"", ""tracking_area_code"": ""10348"", ""asu_level"": ""10"", ""reference_signal_received_power"": ""-130"", ""signal_level"": ""1""}}"
1552119135826,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086827"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""470"", ""tracking_area_code"": ""10348"", ""asu_level"": ""64"", ""reference_signal_received_power"": ""-76"", ""signal_level"": ""4""}}"
1552119136852,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086827"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""470"", ""tracking_area_code"": ""10348"", ""asu_level"": ""64"", ""reference_signal_received_power"": ""-76"", ""signal_level"": ""4""}}"
1552119137902,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086827"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""470"", ""tracking_area_code"": ""10348"", ""asu_level"": ""68"", ""reference_signal_received_power"": ""-72"", ""signal_level"": ""4""}}"
1552119138931,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086827"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""470"", ""tracking_area_code"": ""10348"", ""asu_level"": ""68"", ""reference_signal_received_power"": ""-72"", ""signal_level"": ""4""}}"
1552119139987,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086827"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""470"", ""tracking_area_code"": ""10348"", ""asu_level"": ""65"", ""reference_signal_received_power"": ""-75"", ""signal_level"": ""4""}}"
1552119141020,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086827"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""470"", ""tracking_area_code"": ""10348"", ""asu_level"": ""65"", ""reference_signal_received_power"": ""-75"", ""signal_level"": ""4""}}"
1552119142058,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086827"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""470"", ""tracking_area_code"": ""10348"", ""asu_level"": ""58"", ""reference_signal_received_power"": ""-82"", ""signal_level"": ""4""}}"
1552119143093,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086827"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""470"", ""tracking_area_code"": ""10348"", ""asu_level"": ""58"", ""reference_signal_received_power"": ""-82"", ""signal_level"": ""4""}}"
1552119144143,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086827"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""470"", ""tracking_area_code"": ""10348"", ""asu_level"": ""61"", ""reference_signal_received_power"": ""-79"", ""signal_level"": ""4""}}"
1552119145174,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086827"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""470"", ""tracking_area_code"": ""10348"", ""asu_level"": ""61"", ""reference_signal_received_power"": ""-79"", ""signal_level"": ""4""}}"
1552119146229,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086827"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""470"", ""tracking_area_code"": ""10348"", ""asu_level"": ""52"", ""reference_signal_received_power"": ""-88"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""471"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""45"", ""reference_signal_received_power"": ""-95"", ""signal_level"": ""4""}}"
1552119147252,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""176086827"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""470"", ""tracking_area_code"": ""10348"", ""asu_level"": ""52"", ""reference_signal_received_power"": ""-88"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""471"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""45"", ""reference_signal_received_power"": ""-95"", ""signal_level"": ""4""}}"
